Protein FDR Confidence,Uniprot_ID,Gene_name,Description,Coverage (%),Peptides,Unique Peptides,PSMs,AAs,MW (kDa),calc. pI,Abundance
High,Q5JTV8,TOR1AIP1,Torsin-1A-interacting protein 1,2,1,1,1,583,66.2,8.18,
High,Q9NXV6,CDKN2AIP,CDKN2A-interacting protein,2,1,1,1,580,61.1,9.01,
High,Q92567,FAM168A,Protein FAM168A,7,1,1,1,244,26.2,8.98,
High,P56539,CAV3,Caveolin-3,12,2,1,3,151,17.2,5.78,21389577.75
High,Q9NZR1,TMOD2,Tropomodulin-2,6,1,1,1,351,39.6,5.27,
High,P82675,MRPS5,"28S ribosomal protein S5, mitochondrial",2,1,1,2,430,48.0,9.92,2103675.5
High,Q13616,CUL1,Cullin-1,4,3,3,4,776,89.6,8.0,2885916.375
High,O94776,MTA2,Metastasis-associated protein MTA2,1,1,1,2,668,75.0,9.66,1253584.875
High,O94989,ARHGEF15,Rho guanine nucleotide exchange factor 15,3,2,2,2,841,91.9,8.25,2641544
High,Q9P016,THYN1,Thymocyte nuclear protein 1,11,3,3,5,225,25.7,9.25,4583735.25
High,Q8TD26,CHD6,Chromodomain-helicase-DNA-binding protein 6,1,2,1,5,2715,305.2,6.27,17319509.75
High,Q9UQ13,SHOC2,Leucine-rich repeat protein SHOC-2,4,2,2,2,582,64.8,8.46,1165021.375
High,Q5T750,XP32,Skin-specific protein 32,4,2,2,4,250,26.2,7.97,4866181.125
High,P01889,HLA-B,"HLA class I histocompatibility antigen, B alpha chain",4,1,1,2,362,40.4,5.85,1787312.375
High,O96008,TOMM40,Mitochondrial import receptor subunit TOM40 homolog,5,1,1,1,361,37.9,7.25,1015230.3125
High,Q9H000,MKRN2,E3 ubiquitin-protein ligase makorin-2,5,2,2,4,416,46.9,7.61,6048061
High,Q9BS26,ERP44,Endoplasmic reticulum resident protein 44,5,2,2,2,406,46.9,5.26,2714900.625
High,Q15404,RSU1,Ras suppressor protein 1,6,2,2,3,277,31.5,8.65,4921427.5
High,O75323,NIPSNAP2,Protein NipSnap homolog 2,5,2,1,5,286,33.7,9.36,2353233.25
High,Q6NW29,RWDD4,RWD domain-containing protein 4,10,2,2,3,188,21.2,5.31,3311048.5
High,Q14980,NUMA1,Nuclear mitotic apparatus protein 1,1,2,2,3,2115,238.1,5.78,967190.375
High,Q9Y4K0,LOXL2,Lysyl oxidase homolog 2,2,2,2,3,774,86.7,6.38,2602831.25
High,O43795,MYO1B,Unconventional myosin-Ib,2,2,2,3,1136,131.9,9.38,1683098.875
High,P06493,CDK1,Cyclin-dependent kinase 1,5,1,1,2,297,34.1,8.4,1119921.625
High,P55039,DRG2,Developmentally-regulated GTP-binding protein 2,3,1,1,2,364,40.7,8.88,1385462.5
High,Q9ULV3,CIZ1,Cip1-interacting zinc finger protein,2,1,1,2,898,100.0,6.11,599582
High,O95232,LUC7L3,Luc7-like protein 3,4,1,1,2,432,51.4,9.79,1416634.375
High,Q9NVV4,MTPAP,"Poly(A) RNA polymerase, mitochondrial",3,2,2,2,582,66.1,9.04,1904782.75
High,P62857,RPS28,40S ribosomal protein S28,30,2,2,3,69,7.8,10.7,5905742.5
High,Q9H078,CLPB,Caseinolytic peptidase B protein homolog,2,1,1,2,707,78.7,9.01,1526035.625
High,P05023,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1,1,1,1,1,1023,112.8,5.49,1452751.875
High,Q9Y3D7,PAM16,Mitochondrial import inner membrane translocase subunit TIM16,9,1,1,2,125,13.8,9.7,2194033.25
High,E9PRG8,C11orf98,Uncharacterized protein C11orf98,11,1,1,2,123,14.2,11.53,2515506.125
High,Q13131,PRKAA1,5'-AMP-activated protein kinase catalytic subunit alpha-1,2,1,1,2,559,64.0,8.12,1950852.875
High,P62191,PSMC1,26S proteasome regulatory subunit 4,3,1,1,4,440,49.2,6.21,2617890.5
High,P11137,MAP2,Microtubule-associated protein 2,2,3,3,5,1827,199.4,4.91,3929575.5
High,Q13620,CUL4B,Cullin-4B,1,1,1,1,913,103.9,7.37,3292834.25
High,Q9BQA1,WDR77,Methylosome protein 50,9,2,2,3,342,36.7,5.17,5879569.5
High,Q969Q0,RPL36AL,60S ribosomal protein L36a-like,13,2,2,2,106,12.5,10.65,2296906.75
High,Q9BRD0,BUD13,BUD13 homolog,3,2,2,3,619,70.5,9.86,1394621
High,O15427,SLC16A3,Monocarboxylate transporter 4,3,1,1,2,465,49.4,7.96,2235143.25
High,Q6ZSJ8,C1orf122,Uncharacterized protein C1orf122,10,1,1,1,110,11.5,6.73,
High,Q9Y399,MRPS2,"28S ribosomal protein S2, mitochondrial",8,3,3,5,296,33.2,9.26,5782183.9375
High,Q8IYB3,SRRM1,Serine/arginine repetitive matrix protein 1,1,1,1,2,904,102.3,11.84,1007794.625
High,Q5VTR2,RNF20,E3 ubiquitin-protein ligase BRE1A,1,1,1,1,975,113.6,5.94,
High,P49902,NT5C2,Cytosolic purine 5'-nucleotidase,3,2,2,2,561,64.9,6.14,1032853.875
High,O75382,TRIM3,Tripartite motif-containing protein 3,1,1,1,1,744,80.8,7.83,
High,Q13637,RAB32,Ras-related protein Rab-32,10,2,2,3,225,25.0,6.54,1172280.125
High,O15235,MRPS12,"28S ribosomal protein S12, mitochondrial",9,1,1,2,138,15.2,10.29,4116580
High,P18583,SON,Protein SON,1,1,1,2,2426,263.7,5.64,1302730.625
High,P43246,MSH2,DNA mismatch repair protein Msh2,1,1,1,1,934,104.7,5.77,1402686
High,P78386,KRT85,"Keratin, type II cuticular Hb5",4,2,1,3,507,55.8,6.55,11036326
High,P18031,PTPN1,Tyrosine-protein phosphatase non-receptor type 1,3,1,1,2,435,49.9,6.27,1780381.375
High,Q8IZL8,PELP1,"Proline-, glutamic acid- and leucine-rich protein 1",3,1,1,1,1130,119.6,4.34,
High,P29401,TKT,Transketolase,2,1,1,1,623,67.8,7.66,896101.625
High,P51570,GALK1,Galactokinase,3,1,1,1,392,42.2,6.46,
High,Q8WW12,PCNP,PEST proteolytic signal-containing nuclear protein,9,1,1,1,178,18.9,7.49,854755.875
High,Q5JVF3,PCID2,PCI domain-containing protein 2,3,1,1,1,399,46.0,8.53,1053154
High,P42771,CDKN2A,Cyclin-dependent kinase inhibitor 2A,11,1,1,1,156,16.5,5.81,
High,P23497,SP100,Nuclear autoantigen Sp-100,1,1,1,2,879,100.4,8.22,
High,P25786,PSMA1,Proteasome subunit alpha type-1,10,2,2,2,263,29.5,6.61,2612924.5
High,Q9GZS1,POLR1E,DNA-directed RNA polymerase I subunit RPA49,3,1,1,1,419,47.2,8.94,1323860.75
High,Q9H4H8,FAM83D,Protein FAM83D,4,3,3,3,585,64.4,6.54,2542589.625
High,Q96DH6,MSI2,RNA-binding protein Musashi homolog 2,5,1,1,1,328,35.2,8.48,1898462.875
High,O15063,GARRE1,Granule associated Rac and RHOG effector protein 1,1,1,1,1,1070,115.9,7.15,
High,Q9NVH1,DNAJC11,DnaJ homolog subfamily C member 11,3,1,1,2,559,63.2,8.4,
High,P02786,TFRC,Transferrin receptor protein 1,3,1,1,1,760,84.8,6.61,5483947.5
High,Q9HAF1,MEAF6,Chromatin modification-related protein MEAF6,17,2,2,3,191,21.6,9.32,1395470
High,Q92616,GCN1,eIF-2-alpha kinase activator GCN1,1,2,2,2,2671,292.5,7.43,3047834.9375
High,O00410,IPO5,Importin-5,2,2,2,3,1097,123.6,4.94,1849987.5
High,Q9H0Z9,RBM38,RNA-binding protein 38,8,1,1,1,239,25.5,8.65,986412
High,P19429,TNNI3,"Troponin I, cardiac muscle",5,1,1,1,210,24.0,9.86,3446625.25
High,P05120,SERPINB2,Plasminogen activator inhibitor 2,2,1,1,1,415,46.6,5.63,
High,Q7Z2W9,MRPL21,"39S ribosomal protein L21, mitochondrial",11,2,2,2,205,22.8,9.89,831488.4375
High,Q5SQS8,C10orf120,Uncharacterized protein C10orf120,4,1,1,2,335,39.2,9.44,19797410
High,O15260,SURF4,Surfeit locus protein 4,8,2,2,3,269,30.4,7.78,2233058.75
High,P53680,AP2S1,AP-2 complex subunit sigma,13,2,2,3,142,17.0,6.18,18957950.75
High,Q96L34,MARK4,MAP/microtubule affinity-regulating kinase 4,2,2,1,2,752,82.5,9.66,811661.625
High,Q14574,DSC3,Desmocollin-3,3,2,2,3,896,99.9,6.1,1501214.25
High,Q9BYC5,FUT8,"Alpha-(1,6)-fucosyltransferase",5,2,2,2,575,66.5,7.66,
High,P31025,LCN1,Lipocalin-1,6,1,1,2,176,19.2,5.58,5462667.5
High,B0I1T2,MYO1G,Unconventional myosin-Ig,3,2,1,3,1018,116.4,8.73,
High,Q05209,PTPN12,Tyrosine-protein phosphatase non-receptor type 12,2,1,1,1,780,88.1,5.62,
High,Q7Z2T5,TRMT1L,TRMT1-like protein,3,2,2,4,733,81.7,7.88,2620231.625
High,Q14644,RASA3,Ras GTPase-activating protein 3,1,1,1,2,834,95.6,7.15,1492448
High,O94923,GLCE,D-glucuronyl C5-epimerase,2,1,1,1,617,70.1,8.97,
High,Q9NYL2,MAP3K20,Mitogen-activated protein kinase kinase kinase 20,1,1,1,1,800,91.1,7.87,933591.6875
High,Q86Y79,PTRH1,Probable peptidyl-tRNA hydrolase,5,1,1,1,214,22.9,10.56,1728547.25
High,P17655,CAPN2,Calpain-2 catalytic subunit,2,2,2,2,700,79.9,4.98,4175007.375
High,Q8WUA4,GTF3C2,General transcription factor 3C polypeptide 2,1,1,1,1,911,100.6,7.31,
High,Q8NDF8,TENT4B,Terminal nucleotidyltransferase 4B,3,1,1,1,572,63.2,8.98,5696647.5
High,Q9UL54,TAOK2,Serine/threonine-protein kinase TAO2,2,2,2,3,1235,138.2,7.27,3200405.625
High,Q8NB90,SPATA5,Ribosome biogenesis protein SPATA5,3,2,2,2,893,97.8,5.66,3448897.75
High,Q9UI47,CTNNA3,Catenin alpha-3,2,2,1,3,895,99.7,6.16,1365815.75
High,P28331,NDUFS1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",4,2,2,2,727,79.4,6.23,643786.5625
High,P53992,SEC24C,Protein transport protein Sec24C,4,3,3,4,1094,118.2,7.06,786234.5625
High,Q9BVQ7,SPATA5L1,Ribosome biogenesis protein SPATA5L1,3,2,2,2,753,80.7,8.09,
High,P54886,ALDH18A1,Delta-1-pyrroline-5-carboxylate synthase,3,2,2,4,795,87.2,7.12,10312181.125
High,Q8N0X7,SPART,Spartin,2,1,1,1,666,72.8,5.91,
High,P01619,IGKV3-20,Immunoglobulin kappa variable 3-20,14,1,1,1,116,12.5,4.96,
High,Q06265,EXOSC9,Exosome complex component RRP45,2,1,1,1,439,48.9,5.29,3750848
High,Q99470,SDF2,Stromal cell-derived factor 2,7,1,1,2,211,23.0,7.33,1773534.25
High,Q9UJA5,TRMT6,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,4,2,2,3,497,55.8,7.55,2592320
High,Q8IVH8,MAP4K3,Mitogen-activated protein kinase kinase kinase kinase 3,1,1,1,2,894,101.3,7.56,1312144.625
High,O76031,CLPX,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",2,1,1,2,633,69.2,7.58,1109535.875
High,Q9NXE8,CWC25,Pre-mRNA-splicing factor CWC25 homolog,4,2,2,4,425,49.6,10.18,2785220.25
High,Q9HAU4,SMURF2,E3 ubiquitin-protein ligase SMURF2,1,1,1,1,748,86.1,7.96,1619801.625
High,Q86WJ1,CHD1L,Chromodomain-helicase-DNA-binding protein 1-like,1,1,1,1,897,100.9,6.9,
High,Q14318,FKBP8,Peptidyl-prolyl cis-trans isomerase FKBP8,4,1,1,2,412,44.5,4.84,1563604.75
High,Q96KC8,DNAJC1,DnaJ homolog subfamily C member 1,2,1,1,1,554,63.8,8.63,
High,P82921,MRPS21,"28S ribosomal protein S21, mitochondrial",16,1,1,1,87,10.7,9.92,4933818
High,Q13867,BLMH,Bleomycin hydrolase,2,1,1,2,455,52.5,6.27,3342377.25
High,Q2M296,MTHFSD,Methenyltetrahydrofolate synthase domain-containing protein,5,2,2,3,383,42.1,8.73,4104617.25
High,P21589,NT5E,5'-nucleotidase,2,1,1,1,574,63.3,7.03,1236102.125
High,Q9NV31,IMP3,U3 small nucleolar ribonucleoprotein protein IMP3,8,1,1,2,184,21.8,9.5,2002795.625
High,Q53EZ4,CEP55,Centrosomal protein of 55 kDa,2,1,1,2,464,54.1,7.01,2420251
High,Q9NQ50,MRPL40,"39S ribosomal protein L40, mitochondrial",4,1,1,2,206,24.5,9.63,1350929.625
High,Q15027,ACAP1,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1",2,1,1,1,740,81.5,7.66,6744410
High,P62310,LSM3,U6 snRNA-associated Sm-like protein LSm3,20,2,2,2,102,11.8,4.7,9169060.25
High,Q8N567,ZCCHC9,Zinc finger CCHC domain-containing protein 9,4,1,1,2,271,30.5,9.17,1220593.5
High,Q709F0,ACAD11,Acyl-CoA dehydrogenase family member 11,2,1,1,1,780,87.2,8.02,
High,Q9P2P6,STARD9,StAR-related lipid transfer protein 9,1,2,1,2,4700,516.0,6.32,2088445.75
High,Q8IWW6,ARHGAP12,Rho GTPase-activating protein 12,2,1,1,1,846,96.2,7.61,
High,Q6ZRP7,QSOX2,Sulfhydryl oxidase 2,2,1,1,1,698,77.5,7.72,
High,P58546,MTPN,Myotrophin,14,1,1,2,118,12.9,5.52,
High,P62891,RPL39,60S ribosomal protein L39,24,2,2,5,51,6.4,12.56,58200086.5
High,P21912,SDHB,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",3,1,1,2,280,31.6,8.76,2325763.75
High,Q8NC56,LEMD2,LEM domain-containing protein 2,3,1,1,2,503,56.9,9.0,831096.625
High,Q9UPN6,SCAF8,SR-related and CTD-associated factor 8,1,1,1,2,1271,140.4,8.29,2023008.5
High,O43294,TGFB1I1,Transforming growth factor beta-1-induced transcript 1 protein,3,1,1,1,461,49.8,7.03,1432729.625
High,P48507,GCLM,Glutamate--cysteine ligase regulatory subunit,5,1,1,2,274,30.7,6.02,907272.5625
High,Q86WP2,GPBP1,Vasculin,4,1,1,1,473,53.3,7.05,
High,Q9P2P1,NYNRIN,Protein NYNRIN,2,2,2,2,1898,208.2,8.02,1092633.375
High,Q9HCJ0,TNRC6C,Trinucleotide repeat-containing gene 6C protein,1,2,1,3,1690,175.9,6.96,
High,Q8N2K0,ABHD12,Lysophosphatidylserine lipase ABHD12,3,1,1,1,398,45.1,8.65,1315012.625
High,Q9Y4A5,TRRAP,Transformation/transcription domain-associated protein,1,3,3,3,3859,437.3,8.19,10731484.375
High,O43837,IDH3B,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",3,1,1,2,385,42.2,8.46,1688909
High,P51813,BMX,Cytoplasmic tyrosine-protein kinase BMX,2,1,1,1,675,78.0,8.5,
High,Q03111,MLLT1,Protein ENL,2,1,1,1,559,62.0,8.59,
High,Q8WZ42,TTN,Titin,0,6,6,9,34350,3813.7,6.35,24123936.25
High,Q96T58,SPEN,Msx2-interacting protein,1,1,1,2,3664,402.0,7.64,
High,P42224,STAT1,Signal transducer and activator of transcription 1-alpha/beta,2,1,1,1,750,87.3,6.05,975395.5
High,Q8TAQ2,SMARCC2,SWI/SNF complex subunit SMARCC2,2,2,2,2,1214,132.8,5.69,
High,Q8NBX0,SCCPDH,Saccharopine dehydrogenase-like oxidoreductase,5,2,2,2,429,47.1,9.14,3045134.5
High,Q5HYJ3,FAM76B,Protein FAM76B,3,1,1,2,339,38.7,9.25,1488238
High,Q5VWZ2,LYPLAL1,Lysophospholipase-like protein 1,4,1,1,1,237,26.3,7.84,1834055
High,Q15061,WDR43,WD repeat-containing protein 43,3,2,2,3,677,74.8,5.57,1087651.25
High,P52926,HMGA2,High mobility group protein HMGI-C,21,1,1,1,109,11.8,10.62,3219993.25
High,Q9Y5J1,UTP18,U3 small nucleolar RNA-associated protein 18 homolog,2,1,1,2,556,62.0,8.76,962006.1875
High,Q13492,PICALM,Phosphatidylinositol-binding clathrin assembly protein,4,2,2,2,652,70.7,7.9,3128948.5
High,Q9UJU6,DBNL,Drebrin-like protein,4,1,1,1,430,48.2,5.05,1261978.125
High,Q9NXR1,NDE1,Nuclear distribution protein nudE homolog 1,4,1,1,2,335,37.7,5.15,2185508.5
High,Q96CB9,NSUN4,5-methylcytosine rRNA methyltransferase NSUN4,4,1,1,1,384,43.1,8.18,2512328.5
High,P37802,TAGLN2,Transgelin-2,6,1,1,2,199,22.4,8.25,1686707.125
High,Q9P0S3,ORMDL1,ORM1-like protein 1,10,1,1,1,153,17.4,9.64,1834565.375
High,P62195,PSMC5,26S proteasome regulatory subunit 8,3,1,1,2,406,45.6,7.55,1047984.5625
High,Q9Y696,CLIC4,Chloride intracellular channel protein 4,8,3,1,3,253,28.8,5.59,7450788.125
High,Q96T21,SECISBP2,Selenocysteine insertion sequence-binding protein 2,3,2,2,3,854,95.4,8.12,2316589
High,O95218,ZRANB2,Zinc finger Ran-binding domain-containing protein 2,3,1,1,2,330,37.4,10.01,13126970
High,Q86VI3,IQGAP3,Ras GTPase-activating-like protein IQGAP3,1,2,1,2,1631,184.6,7.65,
High,P61619,SEC61A1,Protein transport protein Sec61 subunit alpha isoform 1,2,1,1,2,476,52.2,8.06,
High,P55209,NAP1L1,Nucleosome assembly protein 1-like 1,3,1,1,2,391,45.3,4.46,
High,P47974,ZFP36L2,mRNA decay activator protein ZFP36L2,4,1,1,1,494,51.0,8.16,1856398.625
High,P29317,EPHA2,Ephrin type-A receptor 2,2,2,2,2,976,108.2,6.23,476523.96875
High,A0A1B0GVM2,TCAF2C,TRPM8 channel associated factor 2C (Fragment),1,1,1,2,712,78.9,7.08,1217729.125
High,Q13084,MRPL28,"39S ribosomal protein L28, mitochondrial",5,1,1,1,256,30.1,8.29,1530428.125
High,Q02952,AKAP12,A-kinase anchor protein 12,2,2,2,2,1782,191.4,4.41,12056613
High,Q12789,GTF3C1,General transcription factor 3C polypeptide 1,1,1,1,1,2109,238.7,7.3,
High,Q9NQC3,RTN4,Reticulon-4,1,1,1,1,1192,129.9,4.5,1738984.5
High,Q99986,VRK1,Serine/threonine-protein kinase VRK1,4,1,1,1,396,45.4,8.91,
High,P49593,PPM1F,Protein phosphatase 1F,4,1,1,1,454,49.8,5.1,
High,P56134,ATP5MF,"ATP synthase subunit f, mitochondrial",12,1,1,1,94,10.9,9.67,14148872
High,Q96EK4,THAP11,THAP domain-containing protein 11,3,1,1,2,314,34.4,8.98,1635775.625
High,Q8N5L8,RPP25L,Ribonuclease P protein subunit p25-like protein,6,1,1,2,163,17.6,10.3,2025718.875
High,Q9Y2X7,GIT1,ARF GTPase-activating protein GIT1,2,1,1,1,761,84.3,6.8,
High,Q9NTK5,OLA1,Obg-like ATPase 1,3,1,1,2,396,44.7,7.81,1263038.125
High,O00231,PSMD11,26S proteasome non-ATPase regulatory subunit 11,2,1,1,1,422,47.4,6.48,1063861.375
High,O43813,LANCL1,Glutathione S-transferase LANCL1,3,1,1,1,399,45.3,7.75,1588023.875
High,Q96RU8,TRIB1,Tribbles homolog 1,3,1,1,2,372,41.0,7.28,10771700.5
High,Q63HR2,TNS2,Tensin-2,1,1,1,1,1409,152.5,8.35,838175.3125
High,Q9H8G2,CAAP1,Caspase activity and apoptosis inhibitor 1,2,1,1,2,361,38.3,4.72,1556344.75
High,Q8N201,INTS1,Integrator complex subunit 1,0,1,1,1,2190,244.1,6.13,
High,P11802,CDK4,Cyclin-dependent kinase 4,4,1,1,1,303,33.7,7.01,730095.1875
High,P60981,DSTN,Destrin,7,1,1,2,165,18.5,7.85,3457304.5
High,Q9H5Z1,DHX35,Probable ATP-dependent RNA helicase DHX35,2,1,1,1,703,78.9,8.59,
High,Q6XZF7,DNMBP,Dynamin-binding protein,1,1,1,1,1577,177.2,5.39,
High,P49588,AARS1,"Alanine--tRNA ligase, cytoplasmic",2,2,2,4,968,106.7,5.53,1461809.125
High,Q9HAN9,NMNAT1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,6,1,1,1,279,31.9,8.87,1236442.5
High,Q99453,PHOX2B,Paired mesoderm homeobox protein 2B,4,1,1,2,314,31.6,8.84,135225056
High,Q9NRL2,BAZ1A,Bromodomain adjacent to zinc finger domain protein 1A,1,1,1,1,1556,178.6,6.6,
High,C9JLW8,MCRIP1,Mapk-regulated corepressor-interacting protein 1,11,1,1,1,97,10.9,9.41,
High,O95251,KAT7,Histone acetyltransferase KAT7,3,1,1,1,611,70.6,8.85,1402467
High,Q8TAD8,SNIP1,Smad nuclear-interacting protein 1,4,1,1,2,396,45.8,9.99,1419920.25
High,P32780,GTF2H1,General transcription factor IIH subunit 1,3,1,1,1,548,62.0,8.66,981616.5625
High,O00483,NDUFA4,Cytochrome c oxidase subunit NDUFA4,12,1,1,1,81,9.4,9.38,3618403
High,O43324,EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,6,1,1,1,174,19.8,8.54,
High,P53355,DAPK1,Death-associated protein kinase 1,2,2,2,3,1430,159.9,6.83,14044398
High,O75063,FAM20B,Glycosaminoglycan xylosylkinase,5,2,2,3,409,46.4,6.87,2180791.875
High,Q96S44,TP53RK,EKC/KEOPS complex subunit TP53RK,4,1,1,2,253,28.1,9.54,2150345.5
High,Q13588,GRAP,GRB2-related adapter protein,8,2,2,3,217,25.3,7.03,6354488.125
High,O95478,NSA2,Ribosome biogenesis protein NSA2 homolog,3,1,1,1,260,30.0,10.27,1275006.75
High,O00151,PDLIM1,PDZ and LIM domain protein 1,5,1,1,1,329,36.0,7.02,
High,O75131,CPNE3,Copine-3,3,1,1,1,537,60.1,5.85,
High,Q9NWT1,PAK1IP1,p21-activated protein kinase-interacting protein 1,6,2,2,2,392,43.9,8.91,2900674.5
High,P62993,GRB2,Growth factor receptor-bound protein 2,6,1,1,2,217,25.2,6.32,1198274.625
High,Q92785,DPF2,Zinc finger protein ubi-d4,2,1,1,1,391,44.1,6.33,749244.875
High,O96000,NDUFB10,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,8,1,1,2,172,20.8,8.48,1055178.875
High,Q12792,TWF1,Twinfilin-1,5,1,1,1,350,40.3,6.96,
High,Q13576,IQGAP2,Ras GTPase-activating-like protein IQGAP2,2,2,1,2,1575,180.5,5.64,1462747
High,P05455,SSB,Lupus La protein,3,2,2,3,408,46.8,7.12,2820716.375
High,O00193,SMAP,Small acidic protein,9,1,1,1,183,20.3,4.72,
High,Q86X55,CARM1,Histone-arginine methyltransferase CARM1,1,1,1,2,608,65.8,6.73,1632177.25
High,P00492,HPRT1,Hypoxanthine-guanine phosphoribosyltransferase,5,1,1,2,218,24.6,6.68,1673899
High,Q9Y3C1,NOP16,Nucleolar protein 16,8,2,2,3,178,21.2,9.94,4597085.875
High,Q8N699,MYCT1,Myc target protein 1,5,1,1,1,235,26.6,9.83,
High,Q6I9Y2,THOC7,THO complex subunit 7 homolog,10,2,2,3,204,23.7,5.67,2501848.75
High,Q9NWT8,AURKAIP1,Aurora kinase A-interacting protein,5,1,1,1,199,22.3,10.76,2131212
High,O43159,RRP8,Ribosomal RNA-processing protein 8,3,1,1,1,456,50.7,9.42,1417912.25
High,O75044,SRGAP2,SLIT-ROBO Rho GTPase-activating protein 2,1,1,1,1,1071,120.8,6.7,1293509.875
High,Q9UK55,SERPINA10,Protein Z-dependent protease inhibitor,2,1,1,2,444,50.7,8.27,2564295
High,Q03113,GNA12,Guanine nucleotide-binding protein subunit alpha-12,3,1,1,2,381,44.3,9.83,6731269.5
High,P19623,SRM,Spermidine synthase,3,1,1,1,302,33.8,5.49,1461878.375
High,Q9NUQ2,AGPAT5,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,3,1,1,3,364,42.0,9.1,1336229.875
High,Q9HCS7,XAB2,Pre-mRNA-splicing factor SYF1,1,1,1,1,855,99.9,6.23,621838.9375
High,Q12824,SMARCB1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,3,1,1,2,385,44.1,6.23,
High,Q9P1F3,ABRACL,Costars family protein ABRACL,20,1,1,1,81,9.1,6.29,3896891.25
High,P42357,HAL,Histidine ammonia-lyase,2,1,1,1,657,72.7,6.95,
High,Q96QE5,TEFM,"Transcription elongation factor, mitochondrial",2,1,1,1,360,41.7,9.32,
High,P16615,ATP2A2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,1,1,1,2,1042,114.7,5.34,1762919.375
High,Q9Y4F1,FARP1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",1,1,1,1,1045,118.6,8.15,957084.4375
High,Q96BM9,ARL8A,ADP-ribosylation factor-like protein 8A,8,2,2,3,186,21.4,7.77,4842978.625
High,Q99615,DNAJC7,DnaJ homolog subfamily C member 7,2,1,1,1,494,56.4,6.96,818155.25
High,Q2M2I8,AAK1,AP2-associated protein kinase 1,2,1,1,2,961,103.8,6.6,
High,Q8IZQ5,SELENOH,Selenoprotein H,18,2,2,2,122,13.4,9.74,3391358.25
High,Q9NW64,RBM22,Pre-mRNA-splicing factor RBM22,2,1,1,1,420,46.9,8.54,1899338.25
High,P59190,RAB15,Ras-related protein Rab-15,5,1,1,2,212,24.4,5.71,4225780.5
High,Q969M3,YIPF5,Protein YIPF5,4,1,1,2,257,28.0,4.36,1916137.375
High,P61224,RAP1B,Ras-related protein Rap-1b,6,1,1,1,184,20.8,5.78,
High,Q96BW9,TAMM41,"Phosphatidate cytidylyltransferase, mitochondrial",3,1,1,1,452,51.0,7.94,1158412
High,Q53EL6,PDCD4,Programmed cell death protein 4,2,1,1,2,469,51.7,5.21,1401847.875
High,Q96EL2,MRPS24,"28S ribosomal protein S24, mitochondrial",5,1,1,2,167,19.0,9.38,1297922.125
High,Q9Y6W5,WASF2,Actin-binding protein WASF2,3,1,1,2,498,54.3,5.53,1349084.625
High,O75173,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,3,1,1,1,837,90.1,7.85,1538951.75
High,Q9BPX5,ARPC5L,Actin-related protein 2/3 complex subunit 5-like protein,8,1,1,2,153,16.9,6.6,3533809
High,Q9NSI2,SLX9,Ribosome biogenesis protein SLX9 homolog,5,1,1,1,230,25.4,11.08,
High,Q5VWQ0,RSBN1,Lysine-specific demethylase 9,1,1,1,1,802,90.0,8.6,
High,Q96QT6,PHF12,PHD finger protein 12,1,1,1,1,1004,109.6,7.74,665244.4375
High,Q9NUQ8,ABCF3,ATP-binding cassette sub-family F member 3,2,2,2,2,709,79.7,6.34,1992464.125
High,Q9BSJ2,TUBGCP2,Gamma-tubulin complex component 2,1,1,1,1,902,102.5,6.84,1878462.375
High,Q9UH62,ARMCX3,Armadillo repeat-containing X-linked protein 3,8,2,2,2,379,42.5,8.37,1400639.625
High,O95239,KIF4A,Chromosome-associated kinesin KIF4A,1,1,1,2,1232,139.8,6.27,896478.875
High,P26022,PTX3,Pentraxin-related protein PTX3,3,1,1,1,381,41.9,5.01,695295.3125
High,P78539,SRPX,Sushi repeat-containing protein SRPX,4,2,2,3,464,51.5,8.66,3605476.625
High,P35244,RPA3,Replication protein A 14 kDa subunit,14,1,1,1,121,13.6,5.08,4183684.5
High,Q9ULC4,MCTS1,Malignant T-cell-amplified sequence 1,9,1,1,2,181,20.5,8.82,1262628.625
High,P33151,CDH5,Cadherin-5,1,1,1,1,784,87.5,5.43,1826387.75
High,P53634,CTSC,Dipeptidyl peptidase 1,3,1,1,1,463,51.8,6.99,1829977.25
High,P04083,ANXA1,Annexin A1,4,1,1,1,346,38.7,7.02,1406238.25
High,Q92466,DDB2,DNA damage-binding protein 2,2,1,1,3,427,47.8,9.47,1093727.125
High,Q8IUH3,RBM45,RNA-binding protein 45,3,2,2,3,476,53.5,7.17,1934333.875
