Protein FDR Confidence,Uniprot_ID,Gene_name,Description,Coverage (%),Peptides,Unique Peptides,PSMs,AAs,MW (kDa),calc. pI,Abundance
High,Q9BZG1,RAB34,Ras-related protein Rab-34,9,2,2,2,259,29.0,7.88,
High,Q92882,OSTF1,Osteoclast-stimulating factor 1,10,2,2,2,214,23.8,5.68,1438959.3125
High,P55039,DRG2,Developmentally-regulated GTP-binding protein 2,3,1,1,2,364,40.7,8.88,581021.25
High,Q13642,FHL1,Four and a half LIM domains protein 1,3,1,1,2,323,36.2,8.97,1108977
High,Q9BX69,CARD6,Caspase recruitment domain-containing protein 6,2,2,2,3,1037,116.4,6.37,1057089.8125
High,Q9BX10,GTPBP2,GTP-binding protein 2,2,1,1,2,602,65.7,8.05,
High,P08134,RHOC,Rho-related GTP-binding protein RhoC,7,2,2,4,193,22.0,6.58,4001225.625
High,P51571,SSR4,Translocon-associated protein subunit delta,6,1,1,1,173,19.0,6.15,5624747
High,P52298,NCBP2,Nuclear cap-binding protein subunit 2,7,1,1,2,156,18.0,8.21,1472958.375
High,Q9H930,SP140L,Nuclear body protein SP140-like protein,6,3,3,4,580,67.0,8.48,2613674.1640625
High,O15067,PFAS,Phosphoribosylformylglycinamidine synthase,1,1,1,1,1338,144.6,5.76,820483.3125
High,Q13287,NMI,N-myc-interactor,4,1,1,1,307,35.0,5.34,1435830.375
High,Q96EY7,PTCD3,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",3,2,2,3,689,78.5,6.42,1510196.25
High,Q9BZI7,UPF3B,Regulator of nonsense transcripts 3B,2,1,1,2,483,57.7,9.48,520377.0625
High,Q9NP61,ARFGAP3,ADP-ribosylation factor GTPase-activating protein 3,4,2,2,3,516,56.9,7.36,1321577.625
High,Q15678,PTPN14,Tyrosine-protein phosphatase non-receptor type 14,2,1,1,1,1187,135.2,8.31,
High,P45974,USP5,Ubiquitin carboxyl-terminal hydrolase 5,3,2,2,3,858,95.7,5.03,
High,Q9Y570,PPME1,Protein phosphatase methylesterase 1,3,1,1,2,386,42.3,5.97,531608.25
High,Q9BT40,INPP5K,Inositol polyphosphate 5-phosphatase K,2,1,1,2,448,51.1,6.54,963749
High,Q96HU8,DIRAS2,GTP-binding protein Di-Ras2,6,1,1,2,199,22.5,8.76,2394862.5
High,O43252,PAPSS1,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,5,3,3,3,624,70.8,6.86,763523.5
High,Q9NUD5,ZCCHC3,Zinc finger CCHC domain-containing protein 3,6,3,3,4,403,43.5,8.53,2650782.4375
High,O00629,KPNA4,Importin subunit alpha-3,3,1,1,2,521,57.9,4.96,1136361.5
High,O60687,SRPX2,Sushi repeat-containing protein SRPX2,5,2,2,3,465,52.9,7.25,2297968.375
High,P49757,NUMB,Protein numb homolog,2,1,1,2,651,70.8,8.51,1027296
High,Q6YHK3,CD109,CD109 antigen,2,2,2,2,1445,161.6,5.85,1821482.9375
High,Q9H1C7,CYSTM1,Cysteine-rich and transmembrane domain-containing protein 1,10,1,1,2,97,10.6,4.32,1094474.75
High,P19838,NFKB1,Nuclear factor NF-kappa-B p105 subunit,2,1,1,2,968,105.3,5.4,
High,Q9H5N1,RABEP2,Rab GTPase-binding effector protein 2,3,2,2,2,569,63.5,4.78,13584908
High,O00151,PDLIM1,PDZ and LIM domain protein 1,5,1,1,1,329,36.0,7.02,588051.625
High,P25788,PSMA3,Proteasome subunit alpha type-3,4,1,1,1,255,28.4,5.33,
High,Q8WWY3,PRPF31,U4/U6 small nuclear ribonucleoprotein Prp31,3,1,1,1,499,55.4,5.78,950047.875
High,P48730,CSNK1D,Casein kinase I isoform delta,3,1,1,1,415,47.3,9.74,1907837.375
High,Q96B54,ZNF428,Zinc finger protein 428,6,1,1,2,188,20.5,4.17,977566.8125
High,Q8N4P2,TTC30B,Tetratricopeptide repeat protein 30B,2,1,1,2,665,76.1,5.2,
High,P19429,TNNI3,"Troponin I, cardiac muscle",9,2,2,3,210,24.0,9.86,2984632.125
High,P17980,PSMC3,26S proteasome regulatory subunit 6A,4,1,1,2,439,49.2,5.24,1175156.25
High,O00161,SNAP23,Synaptosomal-associated protein 23,12,2,2,2,211,23.3,5.01,878604.1875
High,Q99426,TBCB,Tubulin-folding cofactor B,9,2,2,2,244,27.3,5.15,919490.3125
High,O43815,STRN,Striatin,3,1,1,1,780,86.1,5.27,641787.375
High,Q9HCY8,S100A14,Protein S100-A14,14,1,1,2,104,11.7,5.24,2482378.75
High,Q8TD26,CHD6,Chromodomain-helicase-DNA-binding protein 6,1,2,1,2,2715,305.2,6.27,853014.4375
High,O95391,SLU7,Pre-mRNA-splicing factor SLU7,3,1,1,1,586,68.3,7.14,2050354.875
High,Q13547,HDAC1,Histone deacetylase 1,2,1,1,2,482,55.1,5.48,993011.6875
High,P29401,TKT,Transketolase,2,1,1,1,623,67.8,7.66,584600.8125
High,P59190,RAB15,Ras-related protein Rab-15,5,1,1,2,212,24.4,5.71,3546707
High,P61201,COPS2,COP9 signalosome complex subunit 2,3,1,1,1,443,51.6,5.53,380086.71875
High,P57723,PCBP4,Poly(rC)-binding protein 4,4,2,1,4,403,41.5,8.16,
High,P30040,ERP29,Endoplasmic reticulum resident protein 29,5,1,1,1,261,29.0,7.31,947430.0625
High,Q6NY19,KANK3,KN motif and ankyrin repeat domain-containing protein 3,1,1,1,1,821,85.8,5.02,300109.28125
High,P18615,NELFE,Negative elongation factor E,3,1,1,2,380,43.2,9.33,1046700.75
High,O43290,SART1,U4/U6.U5 tri-snRNP-associated protein 1,3,2,2,4,800,90.2,6.13,37788770.09375
High,Q9Y696,CLIC4,Chloride intracellular channel protein 4,9,3,1,5,253,28.8,5.59,740456.0625
High,Q12792,TWF1,Twinfilin-1,7,2,1,2,350,40.3,6.96,
High,Q15018,ABRAXAS2,BRISC complex subunit Abraxas 2,7,2,2,3,415,46.9,6.21,
High,P22314,UBA1,Ubiquitin-like modifier-activating enzyme 1,2,2,2,2,1058,117.8,5.76,
High,O14556,GAPDHS,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",4,2,1,4,408,44.5,8.19,2746639.5
High,O75608,LYPLA1,Acyl-protein thioesterase 1,10,2,2,2,230,24.7,6.77,1417151.59375
High,Q9ULL1,PLEKHG1,Pleckstrin homology domain-containing family G member 1,1,2,2,3,1385,155.3,6.24,1719994.5625
High,P48556,PSMD8,26S proteasome non-ATPase regulatory subunit 8,3,1,1,2,350,39.6,9.7,943696.375
High,P25490,YY1,Transcriptional repressor protein YY1,4,2,2,3,414,44.7,6.25,3171245.75
High,Q8N2K0,ABHD12,Lysophosphatidylserine lipase ABHD12,3,1,1,2,398,45.1,8.65,841513.25
High,Q9P2A4,ABI3,ABI gene family member 3,7,2,2,3,366,39.0,5.08,1339460.5
High,P43490,NAMPT,Nicotinamide phosphoribosyltransferase,2,1,1,1,491,55.5,7.15,797615.625
High,Q16637,SMN2,Survival motor neuron protein,3,1,1,1,294,31.8,6.55,1422724.75
High,Q3SXM5,HSDL1,Inactive hydroxysteroid dehydrogenase-like protein 1,4,1,1,1,330,37.0,8.72,
High,Q8IUD2,ERC1,ELKS/Rab6-interacting/CAST family member 1,1,1,1,1,1116,128.0,5.97,
High,P49821,NDUFV1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",4,2,2,2,464,50.8,8.21,1259010.1875
High,Q9NZD2,GLTP,Glycolipid transfer protein,6,1,1,1,209,23.8,7.39,
High,Q9NUQ8,ABCF3,ATP-binding cassette sub-family F member 3,1,1,1,2,709,79.7,6.34,605077.625
High,Q9UQE7,SMC3,Structural maintenance of chromosomes protein 3,2,2,2,3,1217,141.5,7.18,745479.5625
High,Q9NQ29,LUC7L,Putative RNA-binding protein Luc7-like 1,3,1,1,2,371,43.7,9.92,638096.5625
High,Q15750,TAB1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,2,1,1,2,504,54.6,5.52,843846.8125
High,Q9H0E2,TOLLIP,Toll-interacting protein,3,1,1,2,274,30.3,5.97,971194.8125
High,Q99575,POP1,Ribonucleases P/MRP protein subunit POP1,1,1,1,1,1024,114.6,9.22,
High,Q9BXJ9,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",1,1,1,2,866,101.2,7.42,671192.0625
High,P46459,NSF,Vesicle-fusing ATPase,1,1,1,1,744,82.5,6.95,
High,P25787,PSMA2,Proteasome subunit alpha type-2,9,1,1,1,234,25.9,7.43,
High,O60701,UGDH,UDP-glucose 6-dehydrogenase,2,1,1,1,494,55.0,7.12,851828.5625
High,Q8IW35,CEP97,Centrosomal protein of 97 kDa,1,1,1,1,865,96.9,5.02,
High,Q5VWN6,TASOR2,Protein TASOR 2,1,1,1,1,2430,268.7,5.9,1083272.75
High,Q9BYC5,FUT8,"Alpha-(1,6)-fucosyltransferase",2,1,1,1,575,66.5,7.66,
High,Q14683,SMC1A,Structural maintenance of chromosomes protein 1A,1,1,1,2,1233,143.1,7.64,1270551.875
High,Q49A26,GLYR1,Cytokine-like nuclear factor N-PAC,3,1,1,1,553,60.5,9.17,435216.59375
High,Q13325,IFIT5,Interferon-induced protein with tetratricopeptide repeats 5,4,2,1,2,482,55.8,7.4,1008413
High,Q92888,ARHGEF1,Rho guanine nucleotide exchange factor 1,4,3,3,4,912,102.4,5.66,913801.0625
High,P09936,UCHL1,Ubiquitin carboxyl-terminal hydrolase isozyme L1,11,2,2,2,223,24.8,5.48,1175511.375
High,P34897,SHMT2,"Serine hydroxymethyltransferase, mitochondrial",4,2,2,2,504,56.0,8.53,717597.875
High,Q96A33,CCDC47,PAT complex subunit CCDC47,2,1,1,2,483,55.8,4.87,873559.75
High,Q9Y314,NOSIP,Nitric oxide synthase-interacting protein,6,1,1,1,301,33.2,8.82,
High,A0FGR8,ESYT2,Extended synaptotagmin-2,1,1,1,1,921,102.3,9.26,656064.5
High,O60828,PQBP1,Polyglutamine-binding protein 1,9,1,1,1,265,30.5,6.33,
High,P54578,USP14,Ubiquitin carboxyl-terminal hydrolase 14,3,1,1,2,494,56.0,5.3,
High,P29372,MPG,DNA-3-methyladenine glycosylase,5,1,1,2,298,32.8,9.57,585814.3125
High,Q9UI12,ATP6V1H,V-type proton ATPase subunit H,7,2,2,2,483,55.8,6.48,783424.25
High,Q13643,FHL3,Four and a half LIM domains protein 3,4,1,1,1,280,31.2,6.2,830693.9375
High,Q5RKV6,EXOSC6,Exosome complex component MTR3,6,1,1,1,272,28.2,6.28,
High,O00483,NDUFA4,Cytochrome c oxidase subunit NDUFA4,12,1,1,2,81,9.4,9.38,2098715
High,Q13671,RIN1,Ras and Rab interactor 1,2,1,1,1,783,84.0,8.02,803906.4375
High,P08493,MGP,Matrix Gla protein,11,1,1,1,103,12.3,9.67,578705.125
High,Q99759,MAP3K3,Mitogen-activated protein kinase kinase kinase 3,1,1,1,1,626,70.9,8.84,1223436.5
High,Q8WWI1,LMO7,LIM domain only protein 7,1,1,1,1,1683,192.6,8.09,
High,P61769,B2M,Beta-2-microglobulin,8,1,1,2,119,13.7,6.52,1172384
High,Q8NDT2,RBM15B,Putative RNA-binding protein 15B,3,2,2,2,890,97.1,9.85,
High,P62699,YPEL5,Protein yippee-like 5,8,1,1,1,121,13.8,7.31,945625.1875
High,Q96T51,RUFY1,RUN and FYVE domain-containing protein 1,3,2,2,2,708,79.8,5.74,753425.6875
High,Q96CS3,FAF2,FAS-associated factor 2,2,1,1,2,445,52.6,5.62,821358.875
High,Q8IW75,SERPINA12,Serpin A12,2,2,2,3,414,47.1,9.29,1789378.125
High,P42574,CASP3,Caspase-3,4,1,1,1,277,31.6,6.54,
High,Q13561,DCTN2,Dynactin subunit 2,2,1,1,2,401,44.2,5.21,1187907.375
High,Q9NXW2,DNAJB12,DnaJ homolog subfamily B member 12,4,1,1,1,375,41.8,8.69,
High,Q8NB90,SPATA5,Ribosome biogenesis protein SPATA5,1,1,1,1,893,97.8,5.66,
High,P00750,PLAT,Tissue-type plasminogen activator,2,1,1,1,562,62.9,7.8,510682.8125
High,P61224,RAP1B,Ras-related protein Rap-1b,6,1,1,1,184,20.8,5.78,1261813.875
High,Q12797,ASPH,Aspartyl/asparaginyl beta-hydroxylase,2,2,1,2,758,85.8,5.01,916070.875
High,Q92530,PSMF1,Proteasome inhibitor PI31 subunit,6,1,1,1,271,29.8,5.74,903733.9375
High,P16615,ATP2A2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,2,2,2,3,1042,114.7,5.34,1456218.4375
High,P39748,FEN1,Flap endonuclease 1,6,2,2,3,380,42.6,8.62,2159936.1875
High,Q9UJZ1,STOML2,"Stomatin-like protein 2, mitochondrial",4,1,1,2,356,38.5,7.39,924983.5625
High,Q12907,LMAN2,Vesicular integral-membrane protein VIP36,10,2,2,2,356,40.2,6.95,1386607.375
High,Q13098,GPS1,COP9 signalosome complex subunit 1,3,1,1,1,491,55.5,6.74,878012.625
High,P98160,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,1,2,2,2,4391,468.5,6.51,185414.0625
High,P62333,PSMC6,26S proteasome regulatory subunit 10B,4,1,1,1,389,44.1,7.49,
High,Q9NX02,NLRP2,"NACHT, LRR and PYD domains-containing protein 2",2,2,2,2,1062,120.4,6.07,932559.875
High,Q06265,EXOSC9,Exosome complex component RRP45,2,1,1,1,439,48.9,5.29,549373.25
High,Q13190,STX5,Syntaxin-5,3,1,1,1,355,39.6,9.16,
High,O75554,WBP4,WW domain-binding protein 4,3,1,1,1,376,42.5,5.57,
High,O15533,TAPBP,Tapasin,2,1,1,1,448,47.5,6.99,907940.0625
High,Q16537,PPP2R5E,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,2,1,1,2,467,54.7,6.95,718225.875
High,O43318,MAP3K7,Mitogen-activated protein kinase kinase kinase 7,2,1,1,2,606,67.2,7.11,716511.4375
High,P50579,METAP2,Methionine aminopeptidase 2,4,1,1,1,478,52.9,5.82,
High,O43660,PLRG1,Pleiotropic regulator 1,4,2,2,2,514,57.2,9.17,1414816.03125
High,P35250,RFC2,Replication factor C subunit 2,4,1,1,1,354,39.1,6.44,
High,Q9H8L6,MMRN2,Multimerin-2,1,1,1,1,949,104.3,5.86,877442.8125
High,P40938,RFC3,Replication factor C subunit 3,3,1,1,2,356,40.5,8.34,546432.25
High,P48444,ARCN1,Coatomer subunit delta,2,1,1,2,511,57.2,6.21,
High,P55209,NAP1L1,Nucleosome assembly protein 1-like 1,3,2,2,2,391,45.3,4.46,592348.5625
High,A0AVT1,UBA6,Ubiquitin-like modifier-activating enzyme 6,1,1,1,2,1052,117.9,6.14,713979.875
High,P42704,LRPPRC,"Leucine-rich PPR motif-containing protein, mitochondrial",1,1,1,1,1394,157.8,6.13,981137.8125
High,Q5T749,KPRP,Keratinocyte proline-rich protein,1,1,1,4,579,64.1,8.27,4674928.5
High,Q9BWJ5,SF3B5,Splicing factor 3B subunit 5,19,1,1,1,86,10.1,6.35,823067.875
High,O94979,SEC31A,Protein transport protein Sec31A,1,1,1,1,1220,132.9,6.89,322474.21875
High,Q8IUR0,TRAPPC5,Trafficking protein particle complex subunit 5,4,1,1,2,188,20.8,9.66,647826.75
High,O60610,DIAPH1,Protein diaphanous homolog 1,1,1,1,1,1272,141.3,5.41,652090.0625
High,O75306,NDUFS2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",2,1,1,2,463,52.5,7.55,804847.8125
High,Q3LFD5,USP41,Putative ubiquitin carboxyl-terminal hydrolase 41,4,1,1,2,358,41.4,8.03,694622.75
High,Q8TF09,DYNLRB2,Dynein light chain roadblock-type 2,13,1,1,1,96,10.8,7.5,
High,P35659,DEK,Protein DEK,3,1,1,2,375,42.6,8.56,844631.125
High,Q9UBB4,ATXN10,Ataxin-10,4,2,2,2,475,53.5,5.25,931728.03125
High,Q7LGA3,HS2ST1,Heparan sulfate 2-O-sulfotransferase 1,3,1,1,1,356,41.9,8.69,612793
High,O60306,AQR,RNA helicase aquarius,1,1,1,1,1485,171.2,6.37,
High,P07195,LDHB,L-lactate dehydrogenase B chain,4,2,1,3,334,36.6,6.05,840557.625
High,Q5T750,XP32,Skin-specific protein 32,3,1,1,2,250,26.2,7.97,2272476.25
High,Q14192,FHL2,Four and a half LIM domains protein 2,4,1,1,2,279,32.2,7.55,2748523
High,O43865,AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1,2,1,1,1,530,58.9,6.89,658503.75
High,P48060,GLIPR1,Glioma pathogenesis-related protein 1,6,1,1,4,266,30.3,8.48,17400371.75
High,Q99714,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,8,2,2,3,261,26.9,7.78,1172208.0625
High,Q969M3,YIPF5,Protein YIPF5,4,1,1,1,257,28.0,4.36,1140451
High,P82675,MRPS5,"28S ribosomal protein S5, mitochondrial",6,2,2,3,430,48.0,9.92,527611.125
High,Q9UBX3,SLC25A10,Mitochondrial dicarboxylate carrier,3,1,1,1,287,31.3,9.54,
High,Q9H1K4,SLC25A18,Mitochondrial glutamate carrier 2,3,1,1,2,315,33.8,9.25,934595.6875
High,Q9Y2H6,FNDC3A,Fibronectin type-III domain-containing protein 3A,1,1,1,1,1198,131.8,6.71,
High,Q6PGP7,SKIC3,SKI3 subunit of superkiller complex protein,2,1,1,1,1564,175.4,7.53,
High,O43237,DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2,2,1,1,2,492,54.1,6.38,824556.8125
High,O75880,SCO1,"Protein SCO1 homolog, mitochondrial",7,1,1,1,301,33.8,8.88,
High,P55060,CSE1L,Exportin-2,1,1,1,1,971,110.3,5.77,727404.5
High,Q9UNF1,MAGED2,Melanoma-associated antigen D2,1,1,1,2,606,64.9,9.32,1093681.625
High,Q9UFW8,CGGBP1,CGG triplet repeat-binding protein 1,5,1,1,1,167,18.8,8.95,561900.0625
High,Q16322,KCNA10,Potassium voltage-gated channel subfamily A member 10,2,1,1,1,511,57.7,4.93,828386.4375
High,Q5T200,ZC3H13,Zinc finger CCCH domain-containing protein 13,2,2,2,3,1668,196.5,9.42,2689911.84375
High,Q9P2B4,CTTNBP2NL,CTTNBP2 N-terminal-like protein,1,1,1,1,639,70.1,8.06,
High,P18887,XRCC1,DNA repair protein XRCC1,2,1,1,2,633,69.5,6.28,1376041.25
High,Q6P1N0,CC2D1A,Coiled-coil and C2 domain-containing protein 1A,1,1,1,1,951,104.0,8.09,
High,Q99733,NAP1L4,Nucleosome assembly protein 1-like 4,5,1,1,1,375,42.8,4.69,
High,O00233,PSMD9,26S proteasome non-ATPase regulatory subunit 9,4,1,1,1,223,24.7,6.95,1308737.875
High,P21796,VDAC1,Voltage-dependent anion-selective channel protein 1,7,2,2,2,283,30.8,8.54,1505509.125
High,Q9Y241,HIGD1A,"HIG1 domain family member 1A, mitochondrial",19,1,1,1,93,10.1,9.79,
High,Q9NQC3,RTN4,Reticulon-4,1,1,1,1,1192,129.9,4.5,1102061.75
High,Q9H2U2,PPA2,"Inorganic pyrophosphatase 2, mitochondrial",3,1,1,1,334,37.9,7.39,660423.6875
High,Q9NRG1,PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,13,2,1,2,225,25.7,6.15,
High,P43307,SSR1,Translocon-associated protein subunit alpha,3,1,1,1,286,32.2,4.49,2001370.875
High,P62891,RPL39,60S ribosomal protein L39,20,1,1,1,51,6.4,12.56,9433219
High,Q9BZL4,PPP1R12C,Protein phosphatase 1 regulatory subunit 12C,2,1,1,1,782,84.8,5.57,
High,Q9BRD0,BUD13,BUD13 homolog,2,1,1,2,619,70.5,9.86,2688754.9375
High,P46087,NOP2,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,1,1,1,1,812,89.2,9.23,
High,P22681,CBL,E3 ubiquitin-protein ligase CBL,2,1,1,1,906,99.6,6.54,
High,O75330,HMMR,Hyaluronan mediated motility receptor,2,1,1,1,724,84.0,5.83,
High,Q9NQH7,XPNPEP3,Xaa-Pro aminopeptidase 3,3,2,2,4,507,57.0,6.83,5219142.75
High,P09496,CLTA,Clathrin light chain A,4,1,1,1,248,27.1,4.51,1428750.75
High,O00410,IPO5,Importin-5,1,1,1,1,1097,123.6,4.94,
High,Q13610,PWP1,Periodic tryptophan protein 1 homolog,3,1,1,1,501,55.8,4.77,
High,P80217,IFI35,Interferon-induced 35 kDa protein,6,2,2,3,286,31.5,6.09,2472809.875
High,Q8N1G2,CMTR1,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,2,1,1,1,835,95.3,7.05,445733.1875
High,O00443,PIK3C2A,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,1,1,1,1,1686,190.6,8.02,395356.5
High,Q9HCG8,CWC22,Pre-mRNA-splicing factor CWC22 homolog,1,1,1,2,908,105.4,7.03,758335.875
High,P28072,PSMB6,Proteasome subunit beta type-6,5,1,1,1,239,25.3,4.92,657219.0625
High,Q92609,TBC1D5,TBC1 domain family member 5,1,1,1,2,795,88.9,6.54,570664.0625
High,Q15555,MAPRE2,Microtubule-associated protein RP/EB family member 2,2,1,1,1,327,37.0,5.57,816870.625
High,O15018,PDZD2,PDZ domain-containing protein 2,1,1,1,1,2839,301.5,7.43,
High,Q5HYJ3,FAM76B,Protein FAM76B,3,1,1,1,339,38.7,9.25,
High,Q9NZM1,MYOF,Myoferlin,1,1,1,3,2061,234.6,6.18,682993.125
High,Q8ND56,LSM14A,Protein LSM14 homolog A,2,1,1,2,463,50.5,9.52,1059795.875
High,Q8WVV4,POF1B,Protein POF1B,2,1,1,1,589,68.0,6.32,602742.875
High,Q9BY89,KIAA1671,Uncharacterized protein KIAA1671,1,1,1,1,1806,196.6,8.47,806120.6875
High,Q9H3K6,BOLA2B,BolA-like protein 2,21,2,2,2,86,10.1,6.52,1554212.75
High,Q15042,RAB3GAP1,Rab3 GTPase-activating protein catalytic subunit,1,1,1,1,981,110.5,5.55,410562.3125
High,O95487,SEC24B,Protein transport protein Sec24B,1,2,2,2,1268,137.3,6.67,1179606.375
High,Q15021,NCAPD2,Condensin complex subunit 1,1,1,1,1,1401,157.1,6.61,
High,Q9Y4P3,TBL2,Transducin beta-like protein 2,3,1,1,1,447,49.8,9.44,
High,Q86YV9,HPS6,BLOC-2 complex member HPS6,1,1,1,1,775,82.9,6.28,672997.125
High,O95347,SMC2,Structural maintenance of chromosomes protein 2,1,1,1,1,1197,135.6,8.43,477083.1875
High,Q96B97,SH3KBP1,SH3 domain-containing kinase-binding protein 1,2,1,1,2,665,73.1,6.62,455361.71875
High,Q92738,USP6NL,USP6 N-terminal-like protein,2,1,1,1,828,94.0,9.07,
High,O43795,MYO1B,Unconventional myosin-Ib,2,2,2,3,1136,131.9,9.38,874033.75
High,P28288,ABCD3,ATP-binding cassette sub-family D member 3,1,1,1,1,659,75.4,9.36,
High,Q9UNE7,STUB1,E3 ubiquitin-protein ligase CHIP,4,1,1,1,303,34.8,5.87,548269.625
High,O60641,SNAP91,Clathrin coat assembly protein AP180,1,1,1,2,907,92.4,4.86,1102563.5
High,O76021,RSL1D1,Ribosomal L1 domain-containing protein 1,2,1,1,2,490,54.9,10.13,1577221.75
High,P52292,KPNA2,Importin subunit alpha-1,5,2,2,2,529,57.8,5.4,924387.3125
High,Q6QNY0,BLOC1S3,Biogenesis of lysosome-related organelles complex 1 subunit 3,8,1,1,2,202,21.2,5.15,
High,Q86YR5,GPSM1,G-protein-signaling modulator 1,2,1,1,1,675,74.5,6.54,1268502
High,P62310,LSM3,U6 snRNA-associated Sm-like protein LSm3,12,1,1,2,102,11.8,4.7,747496.3125
High,Q8NDH2,CCDC168,Leucine-rich repeat transmembrane protein CCDC168,1,3,3,3,7081,801.4,8.79,727311.5625
High,Q99570,PIK3R4,Phosphoinositide 3-kinase regulatory subunit 4,2,2,2,3,1358,153.0,7.17,606360.8125
High,P28290,ITPRID2,Protein ITPRID2,1,1,1,1,1259,138.3,5.19,865678.125
High,Q9UBV8,PEF1,Peflin,4,1,1,1,284,30.4,6.54,999360.125
High,Q86Z14,KLB,Beta-klotho,1,1,1,5,1044,119.7,9.22,88303714
High,Q9Y6E2,BZW2,eIF5-mimic protein 1,4,2,2,2,419,48.1,6.68,506013.125
High,P11177,PDHB,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",4,2,2,3,359,39.2,6.65,1197110.59375
High,O15357,INPPL1,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",1,1,1,1,1258,138.5,6.54,
High,P53355,DAPK1,Death-associated protein kinase 1,1,1,1,2,1430,159.9,6.83,861559.75
High,Q86TJ2,TADA2B,Transcriptional adapter 2-beta,2,1,1,3,420,48.4,7.83,9968706
High,P49736,MCM2,DNA replication licensing factor MCM2,1,1,1,1,904,101.8,5.52,
High,Q658Y4,FAM91A1,Protein FAM91A1,2,2,2,2,838,93.9,6.39,1385197.375
High,Q969V4,TEKT1,Tektin-1,3,1,1,1,418,48.3,6.37,1241475.375
High,O43172,PRPF4,U4/U6 small nuclear ribonucleoprotein Prp4,2,1,1,1,522,58.4,7.42,
High,Q8TED1,GPX8,Probable glutathione peroxidase 8,5,1,1,1,209,23.9,9.35,1472779.375
High,P18206,VCL,Vinculin,1,1,1,2,1134,123.7,5.66,797979.3125
High,P78417,GSTO1,Glutathione S-transferase omega-1,6,1,1,2,241,27.5,6.6,1253887.75
High,O95394,PGM3,Phosphoacetylglucosamine mutase,1,1,1,2,542,59.8,6.25,719985.1875
High,Q9Y697,NFS1,Cysteine desulfurase,4,1,1,1,457,50.2,8.31,
High,Q9Y5K6,CD2AP,CD2-associated protein,2,1,1,1,639,71.4,6.4,
High,Q13454,TUSC3,Tumor suppressor candidate 3,3,1,1,2,348,39.7,9.91,608096.1875
High,Q8N556,AFAP1,Actin filament-associated protein 1,1,1,1,1,730,80.7,8.68,688407.625
High,P07477,PRSS1,Serine protease 1,3,1,1,1,247,26.5,6.51,663153.625
High,O00217,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",5,1,1,2,210,23.7,6.34,
High,Q96H79,ZC3HAV1L,Zinc finger CCCH-type antiviral protein 1-like,4,1,1,3,300,32.9,8.13,
High,P28070,PSMB4,Proteasome subunit beta type-4,3,1,1,1,264,29.2,5.97,
High,P20930,FLG,Filaggrin,0,1,1,2,4061,434.9,9.25,676231.625
High,Q15020,SART3,Squamous cell carcinoma antigen recognized by T-cells 3,1,1,1,2,963,109.9,5.57,701363.5625
High,P61923,COPZ1,Coatomer subunit zeta-1,8,1,1,1,177,20.2,4.81,
High,Q9H4H8,FAM83D,Protein FAM83D,3,2,2,2,585,64.4,6.54,1010659.0625
High,P30101,PDIA3,Protein disulfide-isomerase A3,2,1,1,1,505,56.7,6.35,307978.75
High,O00116,AGPS,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",2,1,1,1,658,72.9,7.34,
High,Q15370,ELOB,Elongin-B,6,1,1,2,118,13.1,4.88,1945122.25
High,P49748,ACADVL,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",3,1,1,1,655,70.3,8.75,551819.1875
High,O15260,SURF4,Surfeit locus protein 4,3,1,1,2,269,30.4,7.78,965676.875
High,P20073,ANXA7,Annexin A7,2,1,1,2,488,52.7,5.68,959903.125
High,P38606,ATP6V1A,V-type proton ATPase catalytic subunit A,3,1,1,1,617,68.3,5.52,
High,Q96EK4,THAP11,THAP domain-containing protein 11,3,1,1,1,314,34.4,8.98,
High,Q9H8Y5,ANKZF1,Ankyrin repeat and zinc finger domain-containing protein 1,2,1,1,1,726,80.9,8.41,13185214
High,O95786,RIGI,Antiviral innate immune response receptor RIG-I,1,1,1,2,925,106.5,6.4,714239.25
